YEAR,ID,HRS1,MARITAL,DIVORCE,SPWRKSTA,SPHRS1,CHILDS,AGE,EDUC,SPEDUC,SEX,RACE,RES16,REG16,RINCOME,REGION,PARTYID,SOCOMMUN,SOCFREND,SOCBAR,ROMANCE,LIVEWITH,HAPPROM,WILLWED1,WILLWED2,SPHMEWRK,FAIRHWRK,EARNMORE,FAMFINAN,EARNMORE,TRADMOD,SHARESEP,EMOTEOTH,CHLDIDEL,PREMARSX,MENBEN,WOMENBEN,CHLDBEN,ALLBEN,NOONEBEN,PARTNERS,MATESEX
1996,1528,,4,,,,0,24,15,97,1,1,5,0,4,5,4,7,2,4,,,,,,,,,,,,,,3,4,,,,,,5,1
1996,1529,52,3,,,,1,37,17,97,2,1,3,5,12,5,6,4,2,4,1,2,1,1,,,,,,,2,1,1,2,4,1,1,1,1,2,3,2
1996,1530,,1,1,2,99,3,63,12,12,2,1,3,1,,5,6,2,4,2,,,,,,5,2,5,,5,1,1,2,3,4,1,1,1,1,2,1,1
1996,1531,25,1,2,2,2,2,50,16,13,1,1,6,5,12,5,6,,,,,,,,,,,,4,,,,,,,,,,,,1,1
1996,1532,40,1,2,1,40,1,24,12,10,2,3,3,5,11,5,1,7,2,7,,,,,,,,,4,,,,,2,1,,,,,,1,1
1996,1533,,1,2,7,,2,69,12,11,1,1,1,2,,5,4,7,7,7,,,,,,2,1,1,,1,2,1,1,2,4,9,9,9,1,9,1,1
1996,1534,89,3,,,,5,47,12,97,1,1,3,5,12,5,5,7,2,7,2,,,,2,,,,,,2,2,2,0,4,9,9,1,9,9,0,
1996,1535,,3,,,,5,63,12,97,2,1,3,3,,5,1,4,4,7,2,,,,2,,,,,,2,1,2,2,3,9,9,1,9,9,0,
1996,1536,56,1,2,1,40,1,22,12,12,1,1,3,5,12,5,4,,,,,,,,,,,,1,,,,,,,,,,,,1,1
1996,1537,,2,2,,,5,70,9,97,2,2,2,5,99,5,0,,,,2,,,,1,,,,,,2,1,2,,,1,1,1,1,2,0,
1996,1538,45,1,2,1,45,0,26,16,15,2,1,3,5,12,5,1,,,,,,,,,5,2,3,,3,2,1,1,,,1,1,1,1,2,1,1
1996,1539,30,1,1,1,40,3,63,6,12,1,1,3,5,9,5,6,2,4,7,,,,,,3,1,1,,1,1,1,1,9,1,9,9,9,1,9,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1541,50,1,1,1,55,2,38,12,12,1,1,5,5,12,5,6,,,,,,,,,,,,4,,,,,,,,,,,,1,1
1996,1542,5,3,,,,4,61,12,97,1,1,3,3,10,5,4,,,,,,,,,,,,,,,,,,,,,,,,0,
1996,1543,,1,2,5,,0,71,8,16,1,1,3,3,99,5,0,,,,,,,,,,,,6,,,,,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1545,30,5,,,,0,52,18,97,1,1,3,1,13,5,2,2,3,4,,,,,,,,,,,,,,0,4,,,,,,1,1
1996,1546,5,2,2,,,1,70,11,97,1,1,4,1,12,5,6,1,3,3,,,,,,,,,,,,,,3,4,,,,,,,
1996,1547,50,3,,,,3,70,16,97,1,1,5,1,12,5,2,,,,1,2,1,2,,,,,,,1,1,1,,,1,1,1,1,2,4,2
1996,1548,,1,1,5,,9,89,13,14,1,1,5,2,,5,3,6,5,3,,,,,,,,,4,,,,,9,4,,,,,,,
1996,1549,10,5,,,,0,57,14,97,2,1,5,2,12,5,6,2,2,7,1,2,1,1,,,,,,,1,1,1,3,3,2,2,1,2,2,99,9
1996,1550,25,3,,,,2,52,16,97,2,1,5,2,12,5,1,2,5,4,1,1,1,3,,3,1,5,,5,2,1,1,2,4,2,2,1,2,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1552,,1,2,7,,3,83,10,8,1,1,2,5,99,5,0,7,5,7,,,,,,,,,4,,,,,2,1,,,,,,1,1
1996,1553,70,2,1,,,1,52,10,97,1,1,5,5,11,5,2,3,4,7,1,2,2,4,,,,,,,2,2,1,2,4,2,8,1,2,8,1,2
1996,1554,43,4,,,,0,51,8,97,2,2,2,5,9,5,2,7,3,7,,,,,,,,,,,,,,3,4,,,,,,1,1
1996,1555,89,4,,,,4,33,15,97,2,2,4,5,12,5,3,4,2,6,,,,,,,,,,,,,,2,2,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1557,60,1,2,7,,0,24,14,10,2,1,5,5,12,5,5,,,,,,,,,,,,1,,,,,,,,,,,,1,1
1996,1558,20,1,2,1,40,1,31,14,18,2,1,3,5,9,5,6,,,,,,,,,,,,4,,,,,,,,,,,,1,1
1996,1559,45,1,2,5,,2,62,9,12,1,1,1,5,12,5,2,,,,,,,,,3,2,3,,3,2,1,2,,,2,1,1,2,8,1,9
1996,1560,,3,,,,2,70,9,97,1,1,1,5,,5,6,,,,,,,,,,,,,,,,,,,,,,,,0,
1996,1561,,1,1,1,60,2,39,14,14,2,1,4,5,,5,3,2,7,7,,,,,,5,1,5,,5,1,1,1,3,3,2,2,9,1,9,1,1
1996,1562,,1,2,4,,3,70,12,8,2,1,3,5,,5,1,,,,,,,,,,,,4,,,,,,,,,,,,1,1
1996,1563,56,1,2,7,,0,49,13,15,1,2,3,5,99,5,1,3,2,7,,,,,,,,,5,,,,,3,2,,,,,,1,1
1996,1564,40,1,2,1,40,0,30,14,12,2,1,3,5,11,5,5,4,3,7,,,,,,3,1,4,,4,2,1,1,2,4,1,2,9,9,1,1,1
1996,1565,40,1,2,1,55,1,33,12,10,1,1,4,5,10,5,6,7,7,7,,,,,,,,,2,,,,,2,3,,,,,,1,1
1996,1566,7,1,2,1,40,3,40,13,19,2,1,3,5,9,5,6,,,,,,,,,4,1,4,,4,1,2,2,,,2,1,1,8,9,1,1
1996,1567,65,1,1,1,40,1,49,14,17,1,1,3,5,12,5,6,6,5,5,,,,,,,,,2,,,,,2,1,,,,,,1,1
1996,1568,30,5,,,,0,22,16,97,2,1,1,5,4,5,3,7,1,7,1,2,3,2,,,,,,,1,1,2,3,3,2,1,1,9,2,1,1
1996,1569,44,3,,,,0,29,19,97,2,1,1,5,12,5,5,7,4,5,,,,,,,,,,,,,,2,3,,,,,,4,1
1996,1570,40,1,2,1,40,2,26,14,12,2,1,5,5,10,5,5,3,3,7,,,,,,5,3,5,,5,1,1,1,2,1,1,2,1,2,9,1,1
1996,1571,8,1,1,1,50,0,42,15,16,2,1,5,5,2,5,5,5,5,5,,,,,,4,1,5,,5,1,1,2,2,4,1,1,1,1,2,1,1
1996,1572,,1,2,5,,3,68,7,11,2,1,2,5,,5,1,7,2,7,,,,,,3,2,2,,2,2,2,1,3,1,2,1,1,8,8,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1574,40,1,2,1,40,4,34,16,16,2,1,4,3,12,5,6,5,4,5,,,,,,,,,1,,,,,2,3,,,,,,1,1
1996,1575,,2,1,,,2,74,12,97,2,1,2,5,,5,0,,,,2,,,,2,,,,,,1,1,1,,,2,1,1,1,1,0,
1996,1576,,1,2,1,48,3,59,12,11,2,1,3,2,,5,6,,,,,,,,,,,,1,,,,,,,,,,,,1,1
1996,1577,45,3,,,,2,48,14,97,1,1,3,5,12,5,5,4,4,4,,,,,,,,,,,,,,2,3,,,,,,1,2
1996,1578,,2,2,,,0,89,13,97,2,1,3,5,99,5,0,2,7,7,2,,,,2,,,,,,1,1,1,4,1,9,9,9,1,9,0,
1996,1579,37,1,1,7,,5,53,13,11,1,1,3,5,12,5,3,,,,,,,,,2,1,1,,1,1,1,2,,,9,9,9,1,9,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1581,50,3,,,,1,28,13,97,1,1,1,5,12,5,6,4,2,6,1,2,1,1,,,,,,,2,1,1,2,3,1,9,1,9,2,1,1
1996,1582,55,5,,,,2,22,14,97,2,1,1,5,12,5,1,2,4,6,,,,,,,,,,,,,,2,1,,,,,,1,2
1996,1583,38,3,,,,1,28,12,97,2,1,4,5,10,5,5,,,,1,1,1,1,,4,1,4,,4,2,1,2,,,1,1,1,1,2,1,1
1996,1584,55,1,2,7,,2,42,16,16,1,1,3,3,12,5,6,5,5,6,,,,,,,,,1,,,,,2,3,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1586,35,3,,,,2,53,20,97,1,1,4,4,13,5,2,2,7,5,,,,,,,,,,,,,,2,4,,,,,,,
1996,1587,,1,2,5,,4,74,17,12,1,1,3,3,,5,6,,,,,,,,,,,,4,,,,,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1589,40,1,2,1,40,2,62,14,12,1,1,3,5,11,5,5,5,4,7,,,,,,3,1,2,,2,1,1,1,2,1,2,2,1,1,2,1,1
1996,1590,,1,1,5,,0,45,12,16,2,1,1,5,12,5,5,6,2,4,,,,,,,,,5,,,,,2,3,,,,,,1,1
1996,1591,,5,,,,0,74,17,97,2,1,3,5,99,5,0,3,5,7,2,,,,2,,,,,,2,1,2,8,1,1,1,1,1,2,0,
1996,1592,,3,,,,2,76,20,97,1,1,1,8,,5,6,,,,,,,,,,,,,,,,,,,,,,,,0,
1996,1593,40,1,1,1,40,3,38,13,18,2,1,4,5,13,5,1,,,,,,,,,,,,3,,,,,,,,,,,,,
1996,1594,,3,,,,1,45,16,97,2,1,5,1,,5,3,2,3,6,2,,,,1,,,,,,1,1,2,3,4,1,1,1,1,2,1,1
1996,1595,,1,1,5,,2,64,16,17,2,1,2,5,,5,6,3,3,6,,,,,,,,,3,,,,,3,2,,,,,,1,1
1996,1596,24,5,,,,0,28,15,97,2,1,6,3,11,5,2,2,2,3,,,,,,,,,,,,,,2,4,,,,,,,
1996,1597,40,5,,,,0,37,12,97,1,1,4,5,12,5,5,6,2,2,2,,,,2,,,,,,2,2,2,2,4,1,1,1,1,2,3,2
1996,1598,40,1,2,1,54,1,24,12,11,2,1,3,5,2,5,3,1,1,4,,,,,,,,,4,,,,,1,3,,,,,,1,1
1996,1599,40,1,2,1,32,0,28,12,13,2,1,3,5,11,5,1,,,,,,,,,3,1,1,,1,2,1,1,,,2,2,2,2,2,1,1
1996,1600,4,3,,,,2,53,13,97,1,1,1,5,5,5,3,,,,2,,,,1,,,,,,2,1,1,,,2,2,2,1,2,1,1
1996,1601,27,4,,,,1,38,12,97,2,1,3,5,6,5,3,7,1,5,1,2,2,3,,,,,,,2,1,1,9,4,2,2,2,2,2,2,1
1996,1602,45,1,2,3,,0,28,14,10,1,1,3,5,10,5,4,6,3,7,,,,,,,,,1,,,,,2,4,,,,,,1,1
1996,1603,40,3,,,,1,43,13,97,2,1,3,5,10,5,2,1,4,7,,,,,,,,,,,,,,3,3,,,,,,1,9
1996,1604,50,3,,,,2,42,17,97,1,1,6,5,12,5,4,,,,,,,,,,,,,,,,,,,,,,,,1,2
1996,1605,48,3,,,,2,37,12,97,1,2,3,5,12,5,0,2,2,4,,,,,,,,,,,,,,0,4,,,,,,2,2
1996,1606,11,1,2,1,47,2,44,12,14,2,1,4,3,2,5,5,,,,,,,,,,,,3,,,,,,,,,,,,1,1
1996,1607,36,2,2,,,2,41,14,97,2,1,3,3,10,5,2,2,4,6,2,,,,1,,,,,,2,1,2,2,4,1,1,1,1,2,1,1
1996,1608,40,1,2,1,50,2,60,12,12,2,1,2,5,12,5,5,5,3,7,,,,,,,,,5,,,,,3,1,,,,,,1,1
1996,1609,80,5,,,,1,20,12,97,2,1,1,5,1,5,3,,,,1,1,1,2,,3,1,5,,5,2,2,2,,,1,2,2,2,2,5,2
1996,1610,,1,2,1,40,3,38,13,12,2,1,1,5,12,5,5,4,3,6,,,,,,,,,1,,,,,4,1,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1612,60,5,,,,0,44,16,97,1,1,2,5,12,5,0,2,1,2,,,,,,,,,,,,,,2,4,,,,,,1,1
1996,1613,,1,1,8,,3,51,10,8,2,1,2,5,99,5,3,7,3,7,,,,,,3,1,3,,3,2,1,2,3,1,9,9,9,1,9,1,1
1996,1614,40,1,2,1,40,5,38,9,12,2,1,2,5,,5,1,,,,,,,,,3,1,3,,3,2,1,2,,,1,1,1,1,2,1,1
1996,1615,46,1,2,1,40,3,38,14,12,2,1,1,5,12,5,3,2,5,7,,,,,,,,,1,,,,,8,2,,,,,,1,1
1996,1616,2,5,,,,0,42,16,97,1,1,4,5,2,5,2,2,4,6,2,,,,1,,,,,,2,2,1,2,4,1,1,1,1,2,0,
1996,1617,,1,2,1,50,2,31,12,16,2,1,4,5,,5,6,,,,,,,,,,,,1,,,,,,,,,,,,1,1
1996,1618,,1,2,5,,3,69,20,15,1,1,4,5,,5,6,,,,,,,,,3,1,2,,2,2,2,2,,,1,1,1,1,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1620,55,5,,,,0,22,14,97,1,1,4,5,10,5,4,7,1,2,2,,,,1,,,,,,2,1,1,2,4,2,2,2,1,2,1,1
1996,1621,,5,,,,0,20,13,97,1,1,3,5,2,5,3,1,1,4,,,,,,,,,,,,,,2,3,,,,,,3,2
1996,1622,50,1,1,7,,6,48,16,12,1,1,4,5,12,5,1,,,,,,,,,,,,2,,,,,,,,,,,,1,1
1996,1623,50,1,2,7,,3,66,14,13,1,1,4,3,12,5,5,7,2,7,,,,,,2,3,1,,1,1,1,1,2,1,1,1,1,1,2,1,1
1996,1624,,1,2,5,,4,60,16,16,2,1,3,5,,5,6,,,,,,,,,,,,3,,,,,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1626,12,1,2,5,,3,69,14,13,2,1,2,5,7,5,5,5,5,7,,,,,,,,,1,,,,,2,2,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1628,38,3,,,,1,45,12,97,2,1,3,2,12,5,1,4,3,7,1,2,1,2,,,,,,,2,1,2,2,4,1,1,1,1,2,1,1
1996,1629,40,1,2,1,60,0,25,12,12,2,1,5,5,11,5,5,7,6,6,,,,,,4,1,4,,4,1,1,1,2,3,2,1,1,2,2,1,1
1996,1630,40,1,1,1,40,1,55,14,15,2,2,3,2,12,5,0,7,5,7,,,,,,3,1,5,,5,2,1,2,2,1,2,2,2,1,2,1,1
1996,1631,55,1,2,1,40,0,27,16,13,1,3,3,0,12,5,1,7,2,7,,,,,,3,1,2,,2,2,1,2,3,4,9,9,9,9,9,1,1
1996,1632,52,1,1,1,40,2,46,15,14,2,1,1,5,12,5,4,6,2,7,,,,,,,,,5,,,,,4,4,,,,,,1,1
1996,1633,40,1,1,1,40,1,36,12,18,2,3,6,0,9,5,3,,,,,,,,,,,,1,,,,,,,,,,,,9,1
1996,1634,40,1,1,1,40,2,44,14,18,1,1,4,9,12,5,2,,,,,,,,,3,1,4,,4,2,2,2,,,1,2,2,2,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1636,60,3,,,,0,31,17,97,1,1,5,3,12,5,6,2,5,3,,,,,,,,,,,,,,3,4,,,,,,1,1
1996,1637,63,3,,,,2,53,12,97,1,1,1,2,12,5,0,3,4,3,,,,,,,,,,,,,,2,3,,,,,,2,1
1996,1638,40,5,,,,0,32,14,97,2,1,3,5,12,5,5,,,,2,,,,1,,,,,,2,2,2,,,2,2,2,1,2,3,1
1996,1639,60,5,,,,0,35,16,97,1,1,3,2,12,5,1,4,5,3,,,,,,,,,,,,,,2,3,,,,,,1,1
1996,1640,70,5,,,,0,29,16,97,1,2,3,5,12,5,1,4,2,2,1,2,2,2,,,,,,,2,1,1,2,4,2,2,2,2,1,4,2
1996,1641,40,4,,,,2,50,12,97,2,1,3,2,12,5,0,5,3,6,1,2,2,4,,,,,,,2,2,2,2,4,2,2,1,2,2,2,1
1996,1642,9,1,2,1,70,1,22,15,16,2,1,3,5,2,5,5,,,,,,,,,,,,4,,,,,,,,,,,,2,1
1996,1643,48,5,,,,0,26,19,97,2,2,3,5,7,5,1,,,,1,2,1,1,,,,,,,2,1,1,,,1,1,1,1,2,1,1
1996,1644,,5,,,,0,26,16,97,1,1,6,5,12,5,5,,,,,,,,,,,,,,,,,,,,,,,,2,1
1996,1645,55,5,,,,0,25,16,97,2,1,3,2,12,5,5,2,3,2,1,2,1,1,,,,,,,2,1,2,3,4,1,2,1,2,2,1,1
1996,1646,60,1,2,1,40,0,29,16,16,1,1,6,5,12,5,1,7,2,3,,,,,,,,,2,,,,,3,4,,,,,,1,1
1996,1647,11,1,2,2,30,0,26,18,16,2,1,5,2,6,5,0,7,2,6,,,,,,3,1,5,,5,2,1,2,2,4,2,2,2,1,2,1,1
1996,1648,,2,2,,,1,89,16,97,2,1,2,5,,5,0,,,,,,,,,,,,,,,,,,,,,,,,0,
1996,1649,45,1,2,7,,2,38,12,17,1,1,3,2,12,5,6,4,5,6,,,,,,2,1,1,,1,1,1,2,2,3,2,2,2,1,2,1,1
1996,1650,40,5,,,,0,38,18,97,1,1,4,5,12,5,0,5,3,4,,,,,,,,,,,,,,2,3,,,,,,1,1
1996,1651,50,5,,,,0,28,14,97,2,1,5,5,12,5,3,5,2,3,1,2,2,1,,,,,,,2,1,1,2,4,2,2,2,1,2,1,1
1996,1652,,2,2,,,2,85,9,97,2,1,2,5,,5,3,7,6,7,,,,,,,,,,,,,,2,2,,,,,,0,
1996,1653,45,1,2,1,45,0,32,15,16,1,1,1,5,11,5,5,,,,,,,,,3,1,4,,4,2,1,2,,,2,2,1,2,2,1,1
1996,1654,,1,2,5,,5,72,12,12,2,1,4,2,99,5,5,4,5,7,,,,,,3,1,3,,3,1,2,2,3,1,2,2,2,2,1,1,1
1996,1655,40,5,,,,6,37,10,97,1,2,6,0,12,5,2,,,,1,1,1,1,,2,1,3,,3,1,1,1,,,1,1,1,1,2,1,1
1996,1656,30,3,,,,2,51,14,97,1,1,5,0,9,5,6,5,6,7,2,,,,2,,,,,,1,1,1,2,4,2,2,1,1,2,0,
1996,1657,,1,2,5,,2,75,16,12,1,1,6,2,99,5,1,3,3,7,,,,,,,,,4,,,,,3,3,,,,,,0,
1996,1658,40,1,1,1,48,2,31,14,14,2,1,4,1,11,5,3,,,,,,,,,,,,4,,,,,,,,,,,,1,1
1996,1659,40,1,1,5,,3,48,13,12,2,1,4,3,11,5,1,2,5,7,,,,,,3,1,1,,1,2,1,2,3,4,1,1,1,1,2,1,1
1996,1660,60,1,1,2,20,6,58,16,18,1,1,2,0,12,5,1,7,4,7,,,,,,,,,4,,,,,3,4,,,,,,1,1
1996,1661,41,5,,,,3,25,13,97,1,2,3,5,9,5,0,7,2,7,1,2,1,1,,,,,,,2,1,1,8,3,2,2,2,1,2,99,9
1996,1662,,2,1,,,3,62,10,97,2,2,5,5,,5,0,5,4,7,2,,,,1,,,,,,2,1,1,3,1,1,1,1,1,2,1,9
1996,1663,40,2,2,,,4,59,9,97,2,2,4,5,11,5,0,7,7,7,2,,,,2,,,,,,2,1,1,2,3,1,2,1,2,2,1,2
1996,1664,,1,2,5,,2,80,18,10,1,2,4,5,,5,0,,,,,,,,,,,,3,,,,,,,,,,,,1,1
1996,1665,37,3,,,,6,60,18,97,2,2,3,5,12,5,3,3,3,5,,,,,,,,,,,,,,5,3,,,,,,1,1
1996,1666,60,3,,,,4,41,13,97,1,2,3,5,12,5,2,7,2,2,,,,,,,,,,,,,,2,3,,,,,,1,1
1996,1667,,4,,,,4,44,11,97,2,2,6,5,,5,1,7,7,2,,,,,,,,,,,,,,2,4,,,,,,1,9
1996,1668,44,3,,,,2,30,16,97,2,2,6,5,13,5,0,,,,,,,,,,,,,,,,,,,,,,,,1,1
1996,1669,,1,2,1,75,3,60,15,14,1,2,4,5,,5,1,3,3,3,,,,,,,,,5,,,,,3,4,,,,,,0,
1996,1670,72,1,2,1,40,2,51,11,16,1,1,5,1,12,5,1,,,,,,,,,3,1,1,,1,2,1,2,,,8,1,1,2,9,1,1
1996,1671,30,1,2,1,40,3,49,16,15,2,2,4,5,12,5,0,3,4,5,,,,,,,,,3,,,,,2,1,,,,,,1,1
1996,1672,,1,2,1,40,4,62,16,12,1,1,6,3,8,5,0,,,,,,,,,2,1,5,,5,2,1,1,,,1,1,1,1,2,1,1
1996,1673,50,3,,,,0,42,12,97,1,1,3,1,12,5,2,4,3,3,,,,,,,,,,,,,,0,4,,,,,,1,2
1996,1674,40,3,,,,4,47,12,97,2,1,4,5,10,5,5,7,3,7,2,,,,1,,,,,,1,1,1,4,1,1,2,1,2,2,0,
1996,1675,20,5,,,,0,24,18,97,2,1,5,5,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,3,2
1996,1676,40,1,1,1,37,2,41,14,18,1,3,5,0,11,5,7,,,,,,,,,,,,4,,,,,,,,,,,,1,1
1996,1677,40,1,2,1,40,1,28,14,14,2,1,6,9,,5,5,3,4,4,,,,,,,,,4,,,,,1,1,,,,,,1,1
1996,1678,50,1,2,1,40,2,41,14,14,1,2,3,5,12,5,0,5,4,6,,,,,,,,,4,,,,,3,3,,,,,,1,1
1996,1679,,3,,,,3,35,12,97,2,2,5,0,99,5,2,6,4,6,1,1,2,2,,3,2,5,,5,1,1,2,2,4,1,2,1,2,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1681,,2,2,,,8,76,8,97,2,2,3,5,,5,0,7,7,7,,,,,,,,,,,,,,4,1,,,,,,0,
1996,1682,30,3,,,,8,51,13,97,1,2,1,5,10,5,0,1,2,6,,,,,,,,,,,,,,8,4,,,,,,1,1
1996,1683,40,5,,,,4,39,13,97,2,2,6,5,13,5,0,4,4,7,2,,,,1,,,,,,2,1,1,5,1,2,2,2,1,2,,
1996,1684,,5,,,,5,33,13,97,2,2,6,5,,5,1,,,,,,,,,,,,,,,,,,,,,,,,5,1
1996,1685,40,3,,,,3,30,13,97,2,2,6,5,13,5,1,,,,2,,,,1,,,,,,2,1,2,,,9,9,9,9,1,,
1996,1686,40,1,2,1,40,3,59,11,13,1,1,4,5,13,5,1,5,1,7,,,,,,,,,4,,,,,2,4,,,,,,1,2
1996,1687,60,1,1,1,60,4,50,16,16,2,1,1,2,13,5,0,7,6,7,,,,,,4,2,3,,3,2,1,2,8,1,2,2,2,2,1,1,1
1996,1688,,5,,,,5,22,11,97,2,2,3,5,,5,2,,,,,,,,,,,,,,,,,,,,,,,,4,1
1996,1689,37,5,,,,1,42,12,97,2,2,3,5,9,5,1,3,6,3,1,1,3,3,,5,2,1,,1,2,1,2,2,2,2,1,2,2,2,1,1
1996,1690,,1,2,7,,4,86,13,12,1,1,6,2,,5,0,,,,,,,,,3,1,3,,3,2,1,1,,,9,9,9,1,9,0,
1996,1691,,3,,,,2,80,9,97,2,1,6,2,,5,2,3,2,7,2,,,,1,,,,,,2,1,2,3,3,2,1,2,2,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1693,40,5,,,,0,40,17,97,1,1,4,7,12,5,3,5,3,5,,,,,,,,,,,,,,2,3,,,,,,2,1
1996,1694,65,1,2,1,40,0,27,14,16,1,1,5,5,11,5,4,,,,,,,,,3,1,2,,2,2,1,2,,,2,2,2,2,1,1,1
1996,1695,,3,,,,0,83,11,97,2,1,3,5,,5,3,7,7,7,2,,,,2,,,,,,1,1,1,9,1,1,2,1,2,2,0,
1996,1696,89,1,1,1,50,3,40,12,13,2,1,4,5,9,5,1,4,4,5,,,,,,,,,1,,,,,3,3,,,,,,1,1
1996,1697,50,5,,,,1,24,12,97,1,3,4,5,9,5,1,3,3,4,1,1,2,3,,3,1,4,,4,2,1,1,0,4,2,2,1,2,2,1,1
1996,1698,,2,1,,,3,78,14,97,2,1,4,5,,5,2,2,3,7,2,,,,2,,,,,,1,1,2,3,2,8,8,8,8,8,0,
1996,1699,,3,,,,0,65,13,97,1,1,3,2,,5,3,,,,,,,,,,,,,,,,,,,,,,,,9,9
1996,1700,,3,,,,5,70,7,97,1,1,3,0,,5,3,,,,,,,,,,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1702,,1,2,1,40,3,74,12,16,2,1,3,6,1,5,1,4,5,7,,,,,,5,1,5,,5,2,1,2,3,3,2,1,1,1,2,1,1
1996,1703,,1,2,1,35,1,22,13,15,2,1,1,5,9,5,1,7,4,7,,,,,,5,1,5,,5,2,1,2,2,3,1,1,1,1,2,5,1
1996,1704,,5,,,,0,18,9,97,1,1,6,5,,5,4,3,2,3,1,2,2,2,,,,,,,2,1,1,2,4,2,2,2,2,1,6,1
1996,1705,,2,2,,,2,77,13,97,2,1,3,5,,5,1,4,4,7,,,,,,,,,,,,,,2,1,,,,,,0,
1996,1706,,1,2,1,40,2,29,12,14,2,1,6,5,,5,3,,,,,,,,,,,,1,,,,,,,,,,,,1,1
1996,1707,44,5,,,,0,39,12,97,1,1,4,5,12,5,6,,,,2,,,,1,,,,,,2,2,1,,,1,2,2,2,2,0,
1996,1708,,1,1,1,30,3,43,13,12,2,2,1,2,,5,1,4,6,7,,,,,,4,1,5,,5,1,1,1,2,1,1,1,1,1,2,1,1
1996,1709,25,3,,,,4,49,14,97,1,2,6,2,11,5,2,5,2,7,1,2,1,1,,,,,,,2,1,1,3,1,1,1,1,2,2,0,
1996,1710,40,1,1,1,55,1,37,14,9,2,1,3,2,12,5,1,5,5,6,,,,,,,,,1,,,,,3,3,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1712,,2,2,,,2,77,14,97,2,1,3,5,,5,4,5,7,7,,,,,,,,,,,,,,2,3,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1714,49,5,,,,0,27,14,97,1,1,4,5,10,5,6,,,,,,,,,,,,,,,,,,,,,,,,3,1
1996,1715,35,5,,,,0,29,13,97,2,1,2,5,9,5,1,2,2,6,,,,,,,,,,,,,,2,4,,,,,,0,
1996,1716,,1,2,7,,3,77,14,12,1,1,3,5,,5,6,6,4,7,,,,,,1,1,1,,1,1,1,1,3,3,2,2,2,1,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1718,,1,2,8,,1,60,13,12,2,1,6,5,,5,7,,,,,,,,,5,1,5,,5,1,1,2,,,1,1,1,1,2,0,
1996,1719,15,1,2,8,,3,70,12,11,1,1,5,2,3,5,6,1,2,1,,,,,,4,3,1,,1,2,1,2,2,2,2,2,2,1,2,1,1
1996,1720,,2,1,,,1,76,6,97,2,1,3,5,,5,0,,,,2,,,,2,,,,,,2,1,1,,,1,1,1,1,2,0,
1996,1721,45,4,,,,6,52,12,97,2,2,4,5,5,5,0,7,4,7,,,,,,,,,,,,,,2,1,,,,,,1,1
1996,1722,,1,1,5,,4,70,13,12,2,1,3,6,,5,6,,,,,,,,,3,1,3,,3,2,1,1,,,1,1,1,1,2,,
1996,1723,35,3,,,,1,38,12,97,1,1,4,5,12,5,2,6,3,3,2,,,,2,,,,,,1,1,2,1,3,2,2,2,1,2,1,1
1996,1724,,1,1,5,,0,72,5,8,2,1,4,5,,5,0,4,3,7,,,,,,,,,1,,,,,3,4,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
